"","Results.reception.time","MD5.hash.of.participant.s.IP.address","Controller.name","Order.number.of.item","Inner.element.number","Label","Latin.Square.Group","PennElementType","PennElementName","Parameter","Value","EventTime","condition","itemLabel","filename","Comments"
"615",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",23,0,"fillers","NULL","Selector","answer-alt","Selection","alt2",1651003638082,"f_rhyme","f10_f_rhyme","f10.png","IT;alt2;alt1"
"616",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",23,0,"fillers","NULL","PennController","28","_Trial_","End",1651003639750,"f_rhyme","f10_f_rhyme","f10.png","NULL"
"617",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",8,0,"experimental-trials","NULL","PennController","13","_Trial_","Start",1651003639754,"CONTROL","weeds_control","iambic_clean_1a.jpg","NULL"
"618",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",8,0,"experimental-trials","NULL","PennController","13","_Trial_","End",1651003649539,"CONTROL","weeds_control","iambic_clean_1a.jpg","NULL"
"619",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",26,0,"fillers","NULL","PennController","31","_Trial_","Start",1651003649542,"f_norhyme","f17_f_norhyme","f17.png","NULL"
"620",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",26,0,"fillers","NULL","Selector","answer-alt","Selection","alt2",1651003671216,"f_norhyme","f17_f_norhyme","f17.png","IT;alt1;alt2"
"621",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",26,0,"fillers","NULL","PennController","31","_Trial_","End",1651003673609,"f_norhyme","f17_f_norhyme","f17.png","NULL"
"622",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",34,0,"fillers","NULL","PennController","39","_Trial_","Start",1651003673613,"f_norhyme","f25_f_norhyme","f25.png","NULL"
"623",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",34,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651003685328,"f_norhyme","f25_f_norhyme","f25.png","alt1;IT;alt2"
"624",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",34,0,"fillers","NULL","PennController","39","_Trial_","End",1651003686937,"f_norhyme","f25_f_norhyme","f25.png","NULL"
"625",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",10,0,"experimental-trials","NULL","PennController","15","_Trial_","Start",1651003686940,"ALT-IT ONLY","exhausted_alt","trochaic_clean_3a.png","NULL"
"626",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",10,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651003696974,"ALT-IT ONLY","exhausted_alt","trochaic_clean_3a.png","Yes;No"
"627",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",10,0,"experimental-trials","NULL","Selector","answer-alt","Selection","alt1",1651003701660,"ALT-IT ONLY","exhausted_alt","trochaic_clean_3a.png","alt1;IT;alt2"
"628",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",10,0,"experimental-trials","NULL","PennController","15","_Trial_","End",1651003703269,"ALT-IT ONLY","exhausted_alt","trochaic_clean_3a.png","NULL"
"629",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",17,0,"fillers","NULL","PennController","22","_Trial_","Start",1651003703273,"f_rhyme","f4_f_rhyme","f4.png","NULL"
"630",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",17,0,"fillers","NULL","Selector","answer-alt","Selection","alt2",1651003718241,"f_rhyme","f4_f_rhyme","f4.png","IT;alt2;alt1"
"631",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",17,0,"fillers","NULL","PennController","22","_Trial_","End",1651003720382,"f_rhyme","f4_f_rhyme","f4.png","NULL"
"632",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",36,0,"fillers","NULL","PennController","41","_Trial_","Start",1651003720385,"f_norhyme","f27_f_norhyme","f27.png","NULL"
"633",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",36,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651003733084,"f_norhyme","f27_f_norhyme","f27.png","alt2;IT;alt1"
"634",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",36,0,"fillers","NULL","PennController","41","_Trial_","End",1651003734645,"f_norhyme","f27_f_norhyme","f27.png","NULL"
"635",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",13,0,"experimental-trials","NULL","PennController","18","_Trial_","Start",1651003734648,"IT%2C ALT-IT","organized_both","dactyl_clean_2b.jpg","NULL"
"636",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",13,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651003743676,"IT%2C ALT-IT","organized_both","dactyl_clean_2b.jpg","Yes;No"
"637",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",13,0,"experimental-trials","NULL","Selector","answer-alt","Selection","alt1",1651003746611,"IT%2C ALT-IT","organized_both","dactyl_clean_2b.jpg","alt1;IT;alt2"
"638",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",13,0,"experimental-trials","NULL","PennController","18","_Trial_","End",1651003748204,"IT%2C ALT-IT","organized_both","dactyl_clean_2b.jpg","NULL"
"639",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",19,0,"fillers","NULL","PennController","24","_Trial_","Start",1651003748208,"f_rhyme","f6_f_rhyme","f6.png","NULL"
"640",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",19,0,"fillers","NULL","PennController","24","_Trial_","End",1651003758107,"f_rhyme","f6_f_rhyme","f6.png","NULL"
"641",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",16,0,"fillers","NULL","PennController","21","_Trial_","Start",1651003758109,"f_rhyme","f3_f_rhyme","f3.png","NULL"
"642",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",16,0,"fillers","NULL","Selector","answer-alt","Selection","alt1",1651003775700,"f_rhyme","f3_f_rhyme","f3.png","IT;alt2;alt1"
"643",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",16,0,"fillers","NULL","PennController","21","_Trial_","End",1651003779028,"f_rhyme","f3_f_rhyme","f3.png","NULL"
"644",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",3,0,"experimental-trials","NULL","PennController","8","_Trial_","Start",1651003779032,"IT ONLY","alcohol_it","trochaic_clean_1b.jpg","NULL"
"645",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",3,0,"experimental-trials","NULL","PennController","8","_Trial_","End",1651003788799,"IT ONLY","alcohol_it","trochaic_clean_1b.jpg","NULL"
"646",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",20,0,"fillers","NULL","PennController","25","_Trial_","Start",1651003788803,"f_rhyme","f7_f_rhyme","f7.png","NULL"
"647",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",20,0,"fillers","NULL","Selector","answer-alt","Selection","alt1",1651003804905,"f_rhyme","f7_f_rhyme","f7.png","alt2;IT;alt1"
"648",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",20,0,"fillers","NULL","PennController","25","_Trial_","End",1651003806682,"f_rhyme","f7_f_rhyme","f7.png","NULL"
"649",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",22,0,"fillers","NULL","PennController","27","_Trial_","Start",1651003806685,"f_rhyme","f9_f_rhyme","f9.png","NULL"
"650",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",22,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651003820600,"f_rhyme","f9_f_rhyme","f9.png","alt1;alt2;IT"
"651",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",22,0,"fillers","NULL","PennController","27","_Trial_","End",1651003822328,"f_rhyme","f9_f_rhyme","f9.png","NULL"
"652",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",6,0,"experimental-trials","NULL","PennController","11","_Trial_","Start",1651003822331,"ALT-IT ONLY","adhesive_alt","iambic_clean_1b.jpg","NULL"
"653",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",6,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651003831159,"ALT-IT ONLY","adhesive_alt","iambic_clean_1b.jpg","Yes;No"
"654",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",6,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651003852561,"ALT-IT ONLY","adhesive_alt","iambic_clean_1b.jpg","IT;alt1;alt2"
"655",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",6,0,"experimental-trials","NULL","PennController","11","_Trial_","End",1651003854151,"ALT-IT ONLY","adhesive_alt","iambic_clean_1b.jpg","NULL"
"656",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",25,0,"fillers","NULL","PennController","30","_Trial_","Start",1651003854154,"f_rhyme","f12_f_rhyme","f12.png","NULL"
"657",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",25,0,"fillers","NULL","PennController","30","_Trial_","End",1651003865711,"f_rhyme","f12_f_rhyme","f12.png","NULL"
"658",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",28,0,"fillers","NULL","PennController","33","_Trial_","Start",1651003865713,"f_norhyme","f19_f_norhyme","f19.png","NULL"
"659",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",28,0,"fillers","NULL","Selector","answer-alt","Selection","alt1",1651003878001,"f_norhyme","f19_f_norhyme","f19.png","alt1;IT;alt2"
"660",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",28,0,"fillers","NULL","PennController","33","_Trial_","End",1651003881708,"f_norhyme","f19_f_norhyme","f19.png","NULL"
"661",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",9,0,"experimental-trials","NULL","PennController","14","_Trial_","Start",1651003881712,"IT%2C ALT-IT","store_both","dactyl_clean_1b.jpg","NULL"
"662",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",9,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651003890108,"IT%2C ALT-IT","store_both","dactyl_clean_1b.jpg","Yes;No"
"663",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",9,0,"experimental-trials","NULL","Selector","answer-alt","Selection","alt1",1651003894181,"IT%2C ALT-IT","store_both","dactyl_clean_1b.jpg","alt2;IT;alt1"
"664",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",9,0,"experimental-trials","NULL","PennController","14","_Trial_","End",1651003895708,"IT%2C ALT-IT","store_both","dactyl_clean_1b.jpg","NULL"
"665",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",18,0,"fillers","NULL","PennController","23","_Trial_","Start",1651003895711,"f_rhyme","f5_f_rhyme","f5.png","NULL"
"666",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",18,0,"fillers","NULL","PennController","23","_Trial_","End",1651003904859,"f_rhyme","f5_f_rhyme","f5.png","NULL"
"667",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",32,0,"fillers","NULL","PennController","37","_Trial_","Start",1651003904862,"f_norhyme","f23_f_norhyme","f23.png","NULL"
"668",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",32,0,"fillers","NULL","PennController","37","_Trial_","End",1651003913735,"f_norhyme","f23_f_norhyme","f23.png","NULL"
"669",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",7,0,"experimental-trials","NULL","PennController","12","_Trial_","Start",1651003913738,"IT ONLY","seasoning_it","iambic_clean_2a.png","NULL"
"670",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",7,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651003922853,"IT ONLY","seasoning_it","iambic_clean_2a.png","Yes;No"
"671",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",7,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651003925072,"IT ONLY","seasoning_it","iambic_clean_2a.png","alt2;alt1;IT"
"672",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",7,0,"experimental-trials","NULL","PennController","12","_Trial_","End",1651003926665,"IT ONLY","seasoning_it","iambic_clean_2a.png","NULL"
"673",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",31,0,"fillers","NULL","PennController","36","_Trial_","Start",1651003926667,"f_norhyme","f22_f_norhyme","f22.png","NULL"
"674",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",31,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651003937079,"f_norhyme","f22_f_norhyme","f22.png","alt2;alt1;IT"
"675",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",31,0,"fillers","NULL","PennController","36","_Trial_","End",1651003938588,"f_norhyme","f22_f_norhyme","f22.png","NULL"
"676",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",14,0,"fillers","NULL","PennController","19","_Trial_","Start",1651003938592,"f_rhyme","f1_f_rhyme","f1.png","NULL"
"677",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",14,0,"fillers","NULL","Selector","answer-alt","Selection","alt1",1651003952456,"f_rhyme","f1_f_rhyme","f1.png","alt1;IT;alt2"
"678",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",14,0,"fillers","NULL","PennController","19","_Trial_","End",1651003954012,"f_rhyme","f1_f_rhyme","f1.png","NULL"
"679",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",4,0,"experimental-trials","NULL","PennController","9","_Trial_","Start",1651003954015,"CONTROL","nostril_control","anapest_clean_3a.png","NULL"
"680",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",4,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651003966304,"CONTROL","nostril_control","anapest_clean_3a.png","Yes;No"
"681",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",4,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651003969922,"CONTROL","nostril_control","anapest_clean_3a.png","alt1;alt2;IT"
"682",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",4,0,"experimental-trials","NULL","PennController","9","_Trial_","End",1651003971497,"CONTROL","nostril_control","anapest_clean_3a.png","NULL"
"683",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",24,0,"fillers","NULL","PennController","29","_Trial_","Start",1651003971500,"f_rhyme","f11_f_rhyme","f11.png","NULL"
"684",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",24,0,"fillers","NULL","PennController","29","_Trial_","End",1651003982251,"f_rhyme","f11_f_rhyme","f11.png","NULL"
"685",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",37,0,"fillers","NULL","PennController","42","_Trial_","Start",1651003982253,"f_norhyme","f28_f_norhyme","f28.png","NULL"
"686",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",37,0,"fillers","NULL","PennController","42","_Trial_","End",1651003991678,"f_norhyme","f28_f_norhyme","f28.png","NULL"
"687",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",5,0,"experimental-trials","NULL","PennController","10","_Trial_","Start",1651003991683,"IT%2C ALT-IT","warm_both","none_clean_2a.jpg","NULL"
"688",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",5,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651004000151,"IT%2C ALT-IT","warm_both","none_clean_2a.jpg","Yes;No"
"689",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",5,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651004005206,"IT%2C ALT-IT","warm_both","none_clean_2a.jpg","IT;alt2;alt1"
"690",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",5,0,"experimental-trials","NULL","PennController","10","_Trial_","End",1651004006516,"IT%2C ALT-IT","warm_both","none_clean_2a.jpg","NULL"
"691",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",38,0,"feedback","NULL","PennController","2","_Trial_","Start",1651004006520,"NULL","","",""
"692",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",38,0,"feedback","NULL","TextInput","feedback","Final","Good experiment! Beautiful poems! Love to see the results and top choices %0A%0A-Ryan",1651004051184,"NULL","","",""
"693",1651004051,"44b6630033271b73974dc02e2b43ca46","PennController",38,0,"feedback","NULL","PennController","2","_Trial_","End",1651004051185,"NULL","","",""
"694",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",0,0,"consent","NULL","PennController","0","_Trial_","Start",1651006990826,"NULL","","",""
"695",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",0,0,"consent","NULL","PennController","0","_Trial_","End",1651007007465,"NULL","","",""
"696",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",1,0,"instructions","NULL","PennController","1","_Trial_","Start",1651007007467,"NULL","","",""
"697",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",1,0,"instructions","NULL","PennController","1","_Trial_","End",1651007032056,"NULL","","",""
"698",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",35,0,"fillers","NULL","PennController","40","_Trial_","Start",1651007032058,"f_norhyme","f26_f_norhyme","f26.png","NULL"
"699",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",35,0,"fillers","NULL","Selector","answer-alt","Selection","alt1",1651007054481,"f_norhyme","f26_f_norhyme","f26.png","alt1;IT;alt2"
"700",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",35,0,"fillers","NULL","PennController","40","_Trial_","End",1651007055926,"f_norhyme","f26_f_norhyme","f26.png","NULL"
"701",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",13,0,"experimental-trials","NULL","PennController","18","_Trial_","Start",1651007055927,"CONTROL","organized_control","dactyl_clean_2b.jpg","NULL"
"702",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",13,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651007070694,"CONTROL","organized_control","dactyl_clean_2b.jpg","Yes;No"
"703",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",13,0,"experimental-trials","NULL","Selector","answer-alt","Selection","alt1",1651007088102,"CONTROL","organized_control","dactyl_clean_2b.jpg","alt2;IT;alt1"
"704",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",13,0,"experimental-trials","NULL","PennController","18","_Trial_","End",1651007089296,"CONTROL","organized_control","dactyl_clean_2b.jpg","NULL"
"705",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",34,0,"fillers","NULL","PennController","39","_Trial_","Start",1651007089297,"f_norhyme","f25_f_norhyme","f25.png","NULL"
"706",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",34,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651007107482,"f_norhyme","f25_f_norhyme","f25.png","IT;alt1;alt2"
"707",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",34,0,"fillers","NULL","PennController","39","_Trial_","End",1651007108739,"f_norhyme","f25_f_norhyme","f25.png","NULL"
"708",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",36,0,"fillers","NULL","PennController","41","_Trial_","Start",1651007108742,"f_norhyme","f27_f_norhyme","f27.png","NULL"
"709",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",36,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651007123980,"f_norhyme","f27_f_norhyme","f27.png","IT;alt2;alt1"
"710",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",36,0,"fillers","NULL","PennController","41","_Trial_","End",1651007125320,"f_norhyme","f27_f_norhyme","f27.png","NULL"
"711",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",4,0,"experimental-trials","NULL","PennController","9","_Trial_","Start",1651007125321,"IT ONLY","nostril_it","anapest_clean_3a.png","NULL"
"712",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",4,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651007141524,"IT ONLY","nostril_it","anapest_clean_3a.png","Yes;No"
"713",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",4,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651007143238,"IT ONLY","nostril_it","anapest_clean_3a.png","alt2;alt1;IT"
"714",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",4,0,"experimental-trials","NULL","PennController","9","_Trial_","End",1651007144563,"IT ONLY","nostril_it","anapest_clean_3a.png","NULL"
"715",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",30,0,"fillers","NULL","PennController","35","_Trial_","Start",1651007144565,"f_norhyme","f21_f_norhyme","f21.png","NULL"
"716",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",30,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651007159137,"f_norhyme","f21_f_norhyme","f21.png","alt1;IT;alt2"
"717",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",30,0,"fillers","NULL","PennController","35","_Trial_","End",1651007160508,"f_norhyme","f21_f_norhyme","f21.png","NULL"
"718",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",23,0,"fillers","NULL","PennController","28","_Trial_","Start",1651007160509,"f_rhyme","f10_f_rhyme","f10.png","NULL"
"719",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",23,0,"fillers","NULL","PennController","28","_Trial_","End",1651007170475,"f_rhyme","f10_f_rhyme","f10.png","NULL"
"720",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",10,0,"experimental-trials","NULL","PennController","15","_Trial_","Start",1651007170476,"IT%2C ALT-IT","exhausted_both","trochaic_clean_3a.png","NULL"
"721",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",10,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651007183396,"IT%2C ALT-IT","exhausted_both","trochaic_clean_3a.png","Yes;No"
"722",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",10,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651007184488,"IT%2C ALT-IT","exhausted_both","trochaic_clean_3a.png","IT;alt1;alt2"
"723",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",10,0,"experimental-trials","NULL","PennController","15","_Trial_","End",1651007185681,"IT%2C ALT-IT","exhausted_both","trochaic_clean_3a.png","NULL"
"724",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",33,0,"fillers","NULL","PennController","38","_Trial_","Start",1651007185683,"f_norhyme","f24_f_norhyme","f24.png","NULL"
"725",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",33,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651007196702,"f_norhyme","f24_f_norhyme","f24.png","alt1;alt2;IT"
"726",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",33,0,"fillers","NULL","PennController","38","_Trial_","End",1651007197855,"f_norhyme","f24_f_norhyme","f24.png","NULL"
"727",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",18,0,"fillers","NULL","PennController","23","_Trial_","Start",1651007197856,"f_rhyme","f5_f_rhyme","f5.png","NULL"
"728",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",18,0,"fillers","NULL","PennController","23","_Trial_","End",1651007209689,"f_rhyme","f5_f_rhyme","f5.png","NULL"
"729",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",9,0,"experimental-trials","NULL","PennController","14","_Trial_","Start",1651007209690,"CONTROL","store_control","dactyl_clean_1b.jpg","NULL"
"730",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",9,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651007219386,"CONTROL","store_control","dactyl_clean_1b.jpg","Yes;No"
"731",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",9,0,"experimental-trials","NULL","Selector","answer-alt","Selection","alt1",1651007227578,"CONTROL","store_control","dactyl_clean_1b.jpg","alt1;alt2;IT"
"732",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",9,0,"experimental-trials","NULL","PennController","14","_Trial_","End",1651007228634,"CONTROL","store_control","dactyl_clean_1b.jpg","NULL"
"733",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",29,0,"fillers","NULL","PennController","34","_Trial_","Start",1651007228635,"f_norhyme","f20_f_norhyme","f20.png","NULL"
"734",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",29,0,"fillers","NULL","Selector","answer-alt","Selection","alt2",1651007242179,"f_norhyme","f20_f_norhyme","f20.png","alt1;alt2;IT"
"735",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",29,0,"fillers","NULL","PennController","34","_Trial_","End",1651007243291,"f_norhyme","f20_f_norhyme","f20.png","NULL"
"736",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",28,0,"fillers","NULL","PennController","33","_Trial_","Start",1651007243292,"f_norhyme","f19_f_norhyme","f19.png","NULL"
"737",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",28,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651007252749,"f_norhyme","f19_f_norhyme","f19.png","alt1;IT;alt2"
"738",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",28,0,"fillers","NULL","PennController","33","_Trial_","End",1651007253879,"f_norhyme","f19_f_norhyme","f19.png","NULL"
"739",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",11,0,"experimental-trials","NULL","PennController","16","_Trial_","Start",1651007253881,"ALT-IT ONLY","exam_alt","dactyl_clean_1a.jpg","NULL"
"740",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",11,0,"experimental-trials","NULL","Selector","answer","Selection","No",1651007262723,"ALT-IT ONLY","exam_alt","dactyl_clean_1a.jpg","Yes;No"
"741",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",11,0,"experimental-trials","NULL","Selector","answer-alt","Selection","IT",1651007272695,"ALT-IT ONLY","exam_alt","dactyl_clean_1a.jpg","alt1;IT;alt2"
"742",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",11,0,"experimental-trials","NULL","PennController","16","_Trial_","End",1651007273676,"ALT-IT ONLY","exam_alt","dactyl_clean_1a.jpg","NULL"
"743",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",17,0,"fillers","NULL","PennController","22","_Trial_","Start",1651007273678,"f_rhyme","f4_f_rhyme","f4.png","NULL"
"744",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",17,0,"fillers","NULL","PennController","22","_Trial_","End",1651007282653,"f_rhyme","f4_f_rhyme","f4.png","NULL"
"745",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",20,0,"fillers","NULL","PennController","25","_Trial_","Start",1651007282654,"f_rhyme","f7_f_rhyme","f7.png","NULL"
"746",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",20,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651007304619,"f_rhyme","f7_f_rhyme","f7.png","alt1;IT;alt2"
"747",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",20,0,"fillers","NULL","PennController","25","_Trial_","End",1651007305543,"f_rhyme","f7_f_rhyme","f7.png","NULL"
"748",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",7,0,"experimental-trials","NULL","PennController","12","_Trial_","Start",1651007305544,"ALT-IT ONLY","seasoning_alt","iambic_clean_2a.png","NULL"
"749",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",7,0,"experimental-trials","NULL","PennController","12","_Trial_","End",1651007320974,"ALT-IT ONLY","seasoning_alt","iambic_clean_2a.png","NULL"
"750",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",19,0,"fillers","NULL","PennController","24","_Trial_","Start",1651007320975,"f_rhyme","f6_f_rhyme","f6.png","NULL"
"751",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",19,0,"fillers","NULL","Selector","answer-alt","Selection","IT",1651007337591,"f_rhyme","f6_f_rhyme","f6.png","alt2;IT;alt1"
"752",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",19,0,"fillers","NULL","PennController","24","_Trial_","End",1651007338477,"f_rhyme","f6_f_rhyme","f6.png","NULL"
"753",1651008132,"59e908e804691fafd3e79848cdc794e3","PennController",15,0,"fillers","NULL","PennController","20","_Trial_","Start",1651007338478,"f_rhyme","f2_f_rhyme","f2.png","NULL"
